"Style";"String";"ChatGPT";"Llama 2 7B";"NeuroParsCit"
"chicago-authordate";"HICKS, D, and D CROUCH. “CAN BIBLIOMETRICS MEASURE UP”. PHYSICS WORLD 3, no. 9 (1990): 27–28. issn: 0953-8585. https://doi.org/10.1088/2058- 7058/3/9/23.";"@article{hicks1990can,   author = {Hicks, D and Crouch, D},   title = {Can Bibliometrics Measure Up},   journal = {PHYSICS WORLD},   volume = {3},   number = {9},   year = {1990},   pages = {27--28},   issn = {0953-8585},   doi = {10.1088/2058-7058/3/9/23} }  ";"@inproceedings{HICKS1990, title={Can bibliometrics measure up?}, author={HICKS, D. et al.}, conference Title={PHYSICS WORLD}, pages={27-28}, location={United States} issn={0953-8585} doi[]{10.1088/2056-9742}}}";"HICKS, AUTHOR D, AUTHOR and AUTHOR D AUTHOR CROUCH. AUTHOR “CAN TITLE BIBLIOMETRICS TITLE MEASURE TITLE UP”. TITLE PHYSICS JOURNAL WORLD JOURNAL 3, VOLUME no. VOLUME 9 VOLUME (1990): DATE 27–28. PAGES issn: VOLUME 0953-8585. PAGES https://doi.org/10.1088/2058- PAGES 7058/3/9/23. PAGES"
"chicago-authordate";"Guler, Arzu Tugce, Cathelijn J. F. Waaijer, and Magnus Palmblad. “Scientific Workflows for Bibliometrics”. In PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE, ed. by AA Salah et al., 1029–1034. Proceedings of the International Conference on Scientometrics and Informetrics. 15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 20151[]15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 2015. Int Soc Scientometr & Informetr; Hacettepe Univ; Sci & Technol Res Council Turkey, Turkish Acad Network & Informat Ctr, 2015. isbn: 978-975-518-381-7.";"@inproceedings{guler2015scientific,   author = {Guler, Arzu Tugce and Waaijer, Cathelijn J. F. and Palmblad, Magnus},   title = {Scientific Workflows for Bibliometrics},   booktitle = {PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE},   editor = {Salah, AA and others},   pages = {1029--1034},   series = {Proceedings of the International Conference on Scientometrics and Informetrics},   year = {2015},   isbn = {978-975-518-381-7} }  ";"@inproceedings{Guler2015, title = {Scientific Workflows for Bibliometrics}, author = {Guler, Arzu Tugce and Waaijer, Cathelijn J. F. and Palmblad, Magnus}, booktitle = {PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTIFICOMETRICS AND INFORMETRICS CONFERENCE}, pages = {1029--1034}, year = {2015}, issn = {0095-2338}, doi = {10.1021/ci00012a002}, }";"Guler, AUTHOR Arzu AUTHOR Tugce, AUTHOR Cathelijn AUTHOR J. AUTHOR F. AUTHOR Waaijer, AUTHOR and AUTHOR Magnus AUTHOR Palmblad. AUTHOR “Scientific TITLE Workflows TITLE for TITLE Bibliometrics”. TITLE In BOOKTITLE PROCEEDINGS BOOKTITLE OF BOOKTITLE ISSI BOOKTITLE 2015 BOOKTITLE ISTANBUL: BOOKTITLE 15TH BOOKTITLE INTERNATIONAL BOOKTITLE SOCIETY BOOKTITLE OF BOOKTITLE SCIENTOMETRICS BOOKTITLE AND BOOKTITLE INFORMETRICS BOOKTITLE CONFERENCE, BOOKTITLE ed. EDITOR by EDITOR AA EDITOR Salah EDITOR et EDITOR al., EDITOR 1029–1034. DATE Proceedings BOOKTITLE of BOOKTITLE the BOOKTITLE International BOOKTITLE Conference BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics. BOOKTITLE 15th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Bogazici BOOKTITLE Univ, BOOKTITLE Istanbul, BOOKTITLE TURKEY, BOOKTITLE JUN BOOKTITLE 29-JUL BOOKTITLE 04, BOOKTITLE 20151[]15th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Bogazici BOOKTITLE Univ, BOOKTITLE Istanbul, BOOKTITLE TURKEY, BOOKTITLE JUN BOOKTITLE 29-JUL BOOKTITLE 04, BOOKTITLE 2015. DATE Int BOOKTITLE Soc BOOKTITLE Scientometr BOOKTITLE & BOOKTITLE Informetr; BOOKTITLE Hacettepe BOOKTITLE Univ; BOOKTITLE Sci BOOKTITLE & BOOKTITLE Technol BOOKTITLE Res BOOKTITLE Council BOOKTITLE Turkey, BOOKTITLE Turkish BOOKTITLE Acad BOOKTITLE Network BOOKTITLE & BOOKTITLE Informat BOOKTITLE Ctr, BOOKTITLE 2015. DATE isbn: BOOKTITLE 978-975-518-381-7. PAGES"
"chicago-authordate";"KUNZ, M. “ABOUT METRICS OF BIBLIOMETRICS”. JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES 33, no. 2 (1993): 193–196. issn: 0095-2338. https://doi.org/10.1021/ci00012a002.";"@article{kunz1993about,   author = {Kunz, M.},   title = {About Metrics of Bibliometrics},   journal = {JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES},   volume = {33},   number = {2},   year = {1993},   pages = {193--196},   issn = {0095-2338},   doi = {10.1021/ci00012a002} }  ";"@article{Kunz1993, title = {ABOUT METRICS OF BIBLIOMETRICS}, author = {Kunz, M.), journal = {Journal of Chemical Information and Computer Sciences}, volume = {33}, issue = {2}, pages = {193--196}, year = {1993}, issn = {0095-2338}, doi = {10.1021/ci00012a002}, }";"KUNZ, AUTHOR M. AUTHOR “ABOUT AUTHOR METRICS AUTHOR OF AUTHOR BIBLIOMETRICS”. AUTHOR JOURNAL AUTHOR OF JOURNAL CHEMICAL JOURNAL INFORMATION JOURNAL AND JOURNAL COMPUTER JOURNAL SCIENCES JOURNAL 33, VOLUME no. VOLUME 2 VOLUME (1993): DATE 193–196. PAGES issn: VOLUME 0095-2338. PAGES https://doi.org/10.1021/ci00012a002. NOTE"
"chicago-authordate";"LINE, MB. “THE IMPORTANCE OF BIBLIOMETRICS”. LIBRARY JOURNAL 112, no. 18 (1987): 10. issn: 0363-0277.";"@article{line1987importance,   author = {Line, MB},   title = {The Importance of Bibliometrics},   journal = {LIBRARY JOURNAL},   volume = {112},   number = {18},   year = {1987},   pages = {10},   issn = {0363-0277} }  ";"@article{Lewison1987, title = {THE IMPORTANCE OF BIBLIOMETRICS}, author = {Lewison, Grant), journal = {Library Journal}, volume = {112}, issue = {18}, pages = {10}, year = {1987}, issn = {0363-0277}, }";"LINE, AUTHOR MB. AUTHOR “THE AUTHOR IMPORTANCE TITLE OF JOURNAL BIBLIOMETRICS”. JOURNAL LIBRARY JOURNAL JOURNAL JOURNAL 112, VOLUME no. VOLUME 18 VOLUME (1987): DATE 10. VOLUME issn: VOLUME 0363-0277. PAGES"
"chicago-authordate";"Lewison, Grant. “Preparation of bibliometrics papers”. ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS 92, no. 3 (2020). issn: 0001-3765. https://doi.org/10.1590/0001- 3765202020201327.";"@article{lewison2020preparation,   author = {Lewison, Grant},   title = {Preparation of Bibliometrics Papers},   journal = {ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS},   volume = {92},   number = {3},   year = {2020},   issn = {0001-3765},   doi = {10.1590/0001-3765202020201327} }  ";;"Lewison, AUTHOR Grant. AUTHOR “Preparation TITLE of TITLE bibliometrics TITLE papers”. TITLE ANAIS TITLE DA TITLE ACADEMIA JOURNAL BRASILEIRA JOURNAL DE JOURNAL CIENCIAS JOURNAL 92, VOLUME no. VOLUME 3 VOLUME (2020). DATE issn: VOLUME 0001-3765. PAGES https://doi.org/10.1590/0001- NOTES 3765202020201327. PAGES"
"chicago-authordate";"Heinrich, Eva, Michael Henderson, and Petrea Redmond. “AJET bibliometrics and licensing”. AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY 35, no. 1 (2019): I–IV. issn: 1449-3098.";"@article{heinrich2019ajet,   author = {Heinrich, Eva and Henderson, Michael and Redmond, Petrea},   title = {AJET Bibliometrics and Licensing},   journal = {AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY},   volume = {35},   number = {1},   year = {2019},   pages = {I--IV},   issn = {1449-3098} }  ";"@article{Heinrich2020, title = {AJET bibliometrics and licensing}, author = {Heinrich, Eva and Henderson, Michael and Redmond, Petrea)}, journal = {Australasian Journal of Educational Technology}, volume = {35}, issue = {1}, pages = {I--IV}, year = {2020}, issn = {1449-3098}, doi = {10.1590/0001- 3765202020201327}, }";"Heinrich, AUTHOR Eva, AUTHOR Michael AUTHOR Henderson, AUTHOR and AUTHOR Petrea AUTHOR Redmond. AUTHOR “AJET TITLE bibliometrics TITLE and TITLE licensing”. TITLE AUSTRALASIAN TITLE JOURNAL JOURNAL OF JOURNAL EDUCATIONAL JOURNAL TECHNOLOGY JOURNAL 35, VOLUME no. VOLUME 1 VOLUME (2019): VOLUME I–IV. VOLUME issn: VOLUME 1449-3098. PAGES"
"chicago-authordate";"Hunt, Glenn E. “Making sense of bibliometrics”. ACTA NEUROPSYCHIATRICA 23, no. 2 (2011): 80–81. issn: 0924-2708. https://doi.org/10.1111/j.1601- 5215.2011.00534.x.";"@article{hunt2011making,   author = {Hunt, Glenn E.},   title = {Making Sense of Bibliometrics},   journal = {ACTA NEUROPSYCHIATRICA},   volume = {23},   number = {2},   year = {2011},   pages = {80--81},   issn = {0924-2708},   doi = {10.1111/j.1601-5215.2011.00534.x} }  ";"@article{Hunt2011, title = {Making sense of bibliometrics}, author = {Hunt, Glenn E.)), journal = {Acta Neuropsychiatrica}, volume = {23}, issue = {2}, pages = {80--81}, year = {2011}, issn = {0924-2708}, doi = {10.1111/j.1601- 5215.2011.00534.x},}";"Hunt, AUTHOR Glenn AUTHOR E. AUTHOR “Making TITLE sense TITLE of TITLE bibliometrics”. TITLE ACTA JOURNAL NEUROPSYCHIATRICA JOURNAL 23, VOLUME no. VOLUME 2 VOLUME (2011): VOLUME 80–81. PAGES issn: VOLUME 0924-2708. PAGES https://doi.org/10.1111/j.1601- PAGES 5215.2011.00534.x. PAGES"
"chicago-authordate";"BROADUS, RN. “EARLY APPROACHES TO BIBLIOMETRICS”. JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 38, no. 2 (1987): 127–129. issn: 0002-8231. https://doi.org/10.1002/(SICI)1097-4571(198703)38:2<127::AID-ASI6>3.0.CO;2-K.";"@article{broadus1987early,   author = {Broadus, RN},   title = {Early Approaches to Bibliometrics},   journal = {JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE},   volume = {38},   number = {2},   year = {1987},   pages = {127--129},   issn = {0002-8231},   doi = {10.1002/(SICI)1097-4571(198703)38:2<127::AID-ASI6>3.0.CO;2-K} }  ";"@Misc{Broadus1987, title = {EARLY APPROACHES TO BIBLIOMETRICS}, author = {{BROADUS}, RN}, year = {1987}, month = {Mar}, issn = {0002-8231}, doi = {10.1002/(SICI)1097-4571(198703)38:2<127::AID-ASI6>3.0.CO;2-K}, }";"BROADUS, AUTHOR RN. AUTHOR “EARLY AUTHOR APPROACHES AUTHOR TO AUTHOR BIBLIOMETRICS”. AUTHOR JOURNAL AUTHOR OF AUTHOR THE JOURNAL AMERICAN JOURNAL SOCIETY JOURNAL FOR JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 38, VOLUME no. VOLUME 2 VOLUME (1987): DATE 127–129. PAGES issn: VOLUME 0002-8231. PAGES https://doi.org/10.1002/(SICI)1097-4571(198703)38:2<127::AID-ASI6>3.0.CO;2-K. NOTE"
"chicago-authordate";"Russell, Jane M., et al. “International Seminar on Bibliometrics”. TRANSINFORMACAO 26, no. 3 (2014): 227–228. issn: 0103-3786. https://doi.org/10.1590/0103- 3786201400030001a.";"@article{russell2014international,   author = {Russell, Jane M. and others},   title = {International Seminar on Bibliometrics},   journal = {TRANSINFORMACAO},   volume = {26},   number = {3},   year = {2014},   pages = {227--228},   issn = {0103-3786},   doi = {10.1590/0103-3786201400030001a} }  ";"@Article{Russell2014, title = {International Seminar on Bibliometrics}, author = {{Russell}, Jane M., et al.}, year = {2014}, month = {Sep}, issn = {0103-3786}, doi = {10.1590/0103-3786201400030001a}, }";"Russell, AUTHOR Jane AUTHOR M., AUTHOR et AUTHOR al. AUTHOR “International TITLE Seminar TITLE on TITLE Bibliometrics”. TITLE TRANSINFORMACAO JOURNAL 26, VOLUME no. VOLUME 3 VOLUME (2014): VOLUME 227–228. PAGES issn: VOLUME 0103-3786. PAGES https://doi.org/10.1590/0103- PAGES 3786201400030001a. PAGES"
"chicago-authordate";"Cronin, B. “Semiotics and evaluative bibliometrics”. JOURNAL OF DOCUMENTATION 56, no. 4 (2000): 440–453. issn: 0022-0418. https://doi.org/10.1108/EUM0000000007123.";"@article{cronin2000semiotics,   author = {Cronin, B.},   title = {Semiotics and Evaluative Bibliometrics},   journal = {JOURNAL OF DOCUMENTATION},   volume = {56},   number = {4},   year = {2000},   pages = {440--453},   issn = {0022-0418},   doi = {10.1108/EUM0000000007123} }  ";"@Article{Cronin2000, title = {Semiotics and evaluative bibliometrics}, author = {{Cronin}, B.}, year = {2000}, month = {Apr}, issn = {0022-0418}, doi = {10.1108/EUM0000000007123}, }";"Cronin, AUTHOR B. AUTHOR “Semiotics TITLE and TITLE evaluative TITLE bibliometrics”. TITLE JOURNAL JOURNAL OF JOURNAL DOCUMENTATION JOURNAL 56, VOLUME no. VOLUME 4 VOLUME (2000): VOLUME 440–453. PAGES issn: VOLUME 0022-0418. PAGES https://doi.org/10.1108/EUM0000000007123. NOTE"
"chicago-authordate";"McCain, KW. “Dictionary of bibliometrics - Response”. JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 48, no. 5 (1997): 480–481. issn: 0002-8231.";"@article{mccain1997dictionary,   author = {McCain, KW},   title = {Dictionary of Bibliometrics - Response},   journal = {JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE},   volume = {48},   number = {5},   year = {1997},   pages = {480--481},   issn = {0002-8231} }  ";"@Article{McCain1997, title = {Dictionary of bibliometrics - Response}, author = {{McCain}, KW.}, year = {1997}, month = {Mar}, issn = {0002-8231}, doi = {10.1108/EUM0000000007123}, }";"McCain, AUTHOR KW. AUTHOR “Dictionary TITLE of TITLE bibliometrics TITLE - TITLE Response”. TITLE JOURNAL TITLE OF JOURNAL THE JOURNAL AMERICAN JOURNAL SOCIETY JOURNAL FOR JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 48, VOLUME no. VOLUME 5 VOLUME (1997): DATE 480–481. PAGES issn: VOLUME 0002-8231. PAGES"
"chicago-authordate";"PRITCHARD, A. “STATISTICAL BIBLIOGRAPHY OR BIBLIOMETRICS”. JOURNAL OF DOCUMENTATION 25, no. 4 (1969): 348+. issn: 0022-0418.";"@article{pritchard1969statistical,   author = {Pritchard, A.},   title = {Statistical Bibliography or Bibliometrics},   journal = {JOURNAL OF DOCUMENTATION},   volume = {25},   number = {4},   year = {1969},   pages = {348+},   issn = {0022-0418} }  ";"@Article{Pritchard1969, title = {Statistical bibliography or bibliometrics}, author = {{Pritchard}, A.}, year = {1969}, month = {Apr}, issn = {0022-0418},}";"PRITCHARD, AUTHOR A. AUTHOR “STATISTICAL TITLE BIBLIOGRAPHY TITLE OR TITLE BIBLIOMETRICS”. TITLE JOURNAL JOURNAL OF JOURNAL DOCUMENTATION JOURNAL 25, VOLUME no. VOLUME 4 VOLUME (1969): DATE 348+. PAGES issn: VOLUME 0022-0418. PAGES"
"chicago-authordate";"Guler, Arzu Tugce, Cathelijn J. F. Waaijer, and Magnus Palmblad. “Scientific workflows for bibliometrics”. 15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 20151[]15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 2015, SCIENTOMETRICS 107, no. 2 (2016): 385–398. issn: 0138-9130. https://doi.org/10.1007/s11192- 016- 1885- 6.";"@article{guler2016scientific,   author = {Guler, Arzu Tugce and Waaijer, Cathelijn J. F. and Palmblad, Magnus},   title = {Scientific Workflows for Bibliometrics},   journal = {SCIENTOMETRICS},   volume = {107},   number = {2},   year = {2016},   pages = {385--398},   issn = {0138-9130},   doi = {10.1007/s11192-016-1885-6} }  ";"@ARTICLE{GULER2015, author = {Guler, Arzu Tugce and Waaijer, Cathelijn J. F. and Palmblad, Magnus}, title = {Scientific workflows for bibliometrics}, conference_date = {15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 2015}, pages = {385\u2013398}, issn = {0138-9130}, doi = {10.1007/s11192-2016-1885-6} }";"Guler, AUTHOR Arzu AUTHOR Tugce, AUTHOR Cathelijn AUTHOR J. AUTHOR F. AUTHOR Waaijer, AUTHOR and AUTHOR Magnus AUTHOR Palmblad. AUTHOR “Scientific TITLE workflows TITLE for TITLE bibliometrics”. TITLE 15th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Bogazici BOOKTITLE Univ, BOOKTITLE Istanbul, BOOKTITLE TURKEY, BOOKTITLE JUN BOOKTITLE 29-JUL BOOKTITLE 04, BOOKTITLE 20151[]15th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Bogazici BOOKTITLE Univ, BOOKTITLE Istanbul, LOCATION TURKEY, BOOKTITLE JUN JOURNAL 29-JUL BOOKTITLE 04, VOLUME 2015, DATE SCIENTOMETRICS JOURNAL 107, VOLUME no. VOLUME 2 VOLUME (2016): VOLUME 385–398. PAGES issn: VOLUME 0138-9130. PAGES https://doi.org/10.1007/s11192- PAGES 016- PAGES 1885- PAGES 6. PAGES"
"chicago-authordate";"CAMPOS, C, and FL REDONDO. “BIBLIOMETRICS AND CLINICAL-CHEMISTRY”. CLINICAL CHEMISTRY 37, no. 2 (1991): 303–304. issn: 0009-9147.";"@article{campos1991bibliometrics,   author = {Campos, C and Redondo, FL},   title = {Bibliometrics and Clinical-Chemistry},   journal = {Clinical Chemistry},   volume = {37},   number = {2},   year = {1991},   pages = {303--304},   issn = {0009-9147} }  ";"@ARTICLE{CAMPOS1991, author = {CAMPOS, C. and REDONDO, FL}, title = {BIBLIOMETRICS AND CLINICAL-CHEMISTRY}, journal = {CLINICAL CHEMISTRY}, volume = {37}, issue = {2}, pages = {303\u2013304}, issn = {0009-9147}, doi = {10.1007/s11192-2016-1885-6} }";"CAMPOS, AUTHOR C, AUTHOR and AUTHOR FL AUTHOR REDONDO. AUTHOR “BIBLIOMETRICS TITLE AND TITLE CLINICAL-CHEMISTRY”. TITLE CLINICAL JOURNAL CHEMISTRY JOURNAL 37, VOLUME no. VOLUME 2 VOLUME (1991): DATE 303–304. PAGES issn: VOLUME 0009-9147. PAGES"
"chicago-authordate";"Prathap, Gangan. “Introduction to Bibliometrics and Scientometrics”. ANNALS OF LIBRARY AND INFORMATION STUDIES 69, no. 4 (2022): 327. issn: 0972-5423. https://doi.org/10.56042/alis.v69i4.69731.";"@article{prathap2022introduction,   author = {Prathap, Gangan},   title = {Introduction to Bibliometrics and Scientometrics},   journal = {Annals of Library and Information Studies},   volume = {69},   number = {4},   year = {2022},   pages = {327},   issn = {0972-5423},   doi = {10.56042/alis.v69i4.69731} }  ";"@ARTICLE{PRATHAP2022, author = {Prathap, Gangan}, title = {Introduction to Bibliometrics}, journal = {ANNALS OF LIBRARY AND INFORMATION STUDIES}, volume = {69}, issue = {4}, pages = {327}, issn = {0972-5423}, doi = {10.5604/alis.v69i4.69731} }";"Prathap, AUTHOR Gangan. AUTHOR “Introduction TITLE to TITLE Bibliometrics TITLE and TITLE Scientometrics”. TITLE ANNALS TITLE OF JOURNAL LIBRARY JOURNAL AND JOURNAL INFORMATION JOURNAL STUDIES JOURNAL 69, VOLUME no. VOLUME 4 VOLUME (2022): VOLUME 327. PAGES issn: VOLUME 0972-5423. PAGES https://doi.org/10.56042/alis.v69i4.69731. NOTE"
"chicago-authordate";"NARIN, F, D OLIVASTRO, and KA STEVENS. “BIBLIOMETRICS THEORY, PRACTICE AND PROBLEMS”. EVALUATION REVIEW 18, no. 1 (1994): 65–76. issn: 0193-841X. https://doi.org/10.1177/0193841X9401800107.";"@article{narin1994bibliometrics,   author = {Narin, F and Olivastro, D and Stevens, KA},   title = {Bibliometrics Theory, Practice and Problems},   journal = {Evaluation Review},   volume = {18},   number = {1},   year = {1994},   pages = {65--76},   issn = {0193-841X},   doi = {10.1177/0193841X9401800107} }  ";"@ARTICLE{NARIN1994, author = {NARIN, F. and OLIVASTRO, D. and STEVENS, K. A.}, title = {BIBLIOMETRICS THEORY, PRACTICE AND PROBLEMS}, journal = {JOURNAL OF INFORMETICS}, volume = {28}, issue = {3}, pages = {257\u2013274}, issn = {0265-0136}, doi = {10.1007/s0010-1994-28304} }";"NARIN, AUTHOR F, AUTHOR D AUTHOR OLIVASTRO, AUTHOR and AUTHOR KA AUTHOR STEVENS. AUTHOR “BIBLIOMETRICS TITLE THEORY, TITLE PRACTICE TITLE AND JOURNAL PROBLEMS”. JOURNAL EVALUATION JOURNAL REVIEW JOURNAL 18, VOLUME no. VOLUME 1 VOLUME (1994): DATE 65–76. VOLUME issn: VOLUME 0193-841X. PAGES https://doi.org/10.1177/0193841X9401800107. PAGES"
"chicago-authordate";"Hicks, Daniel J. “Bibliometrics for Social Validation”. PLOS ONE 11, no. 12 (2016). issn: 1932-6203. https://doi.org/10.1371/journal.pone.0168597.";"@article{hicks2016bibliometrics,   author = {Hicks, Daniel J.},   title = {Bibliometrics for Social Validation},   journal = {PLOS ONE},   volume = {11},   number = {12},   year = {2016},   issn = {1932-6203},   doi = {10.1371/journal.pone.0168597} }  ";"@ARTICLE{HUGHES2016, author = {HUGHES, J.}, title = {Bibliometrics and altmetrics: A review of the literature on the use of metrics in research evaluation}, journal = {JOURNAL OF INFORMETICS}, volume = {20}, issue = {3}, pages = {247\u2013261}, issn = {0265-0136}, doi = {10.1007/s0010-1994-28304}}";"Hicks, AUTHOR Daniel AUTHOR J. AUTHOR “Bibliometrics TITLE for TITLE Social TITLE Validation”. TITLE PLOS JOURNAL ONE JOURNAL 11, VOLUME no. VOLUME 12 VOLUME (2016). DATE issn: VOLUME 1932-6203. PAGES https://doi.org/10.1371/journal.pone.0168597. NOTE"
"chicago-authordate";"DANIEL, RS. “BIBLIOMETRICS AND SCHOLARLY IMPACT”. AMERICAN PSYCHOLOGIST 34, no. 8 (1979): 725–726. issn: 0003-066X. https://doi.org/10.1037/0003- 066X.34.8.725.";"@article{daniel1979bibliometrics,   author = {Daniel, RS},   title = {Bibliometrics and Scholarly Impact},   journal = {American Psychologist},   volume = {34},   number = {8},   year = {1979},   pages = {725--726},   issn = {0003-066X},   doi = {10.1037/0003-066X.34.8.725} }  ";"@ARTICLE{DANIEL1979, title = {Bibliometrics and Scholarly Impact}, journal = {American Psychologist}, volume = {34}, issue = {8}, pages = {725--726}, issn = {0003-066X}, doi = {10.1037/0003-066X.34.8.725}, }";"DANIEL, AUTHOR RS. AUTHOR “BIBLIOMETRICS AUTHOR AND AUTHOR SCHOLARLY AUTHOR IMPACT”. JOURNAL AMERICAN JOURNAL PSYCHOLOGIST JOURNAL 34, VOLUME no. VOLUME 8 VOLUME (1979): DATE 725–726. PAGES issn: VOLUME 0003-066X. PAGES https://doi.org/10.1037/0003- PAGES 066X.34.8.725. PAGES"
"chicago-authordate";"Zimmer, David. “Bibliometrics: simple - understandable - comprehensible”. ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE 61, no. 6 (2014): 388–389. issn: 0044-2380.";"@article{zimmer2014bibliometrics,   author = {Zimmer, David},   title = {Bibliometrics: Simple - Understandable - Comprehensible},   journal = {Zeitschrift fur Bibliothekswesen und Bibliographie},   volume = {61},   number = {6},   year = {2014},   pages = {388--389},   issn = {0044-2380} }  ";"@ARTICLE{ZIMMER2014, title = {Bibliometrics: simple - understandable - comprehensible}, journal = {Zeitschrift f\u00fcr Bibliotheks- und Bibliographie}, volume = {61}, issue = {6}, pages = {388--389}, issn = {0044-2380}, }";"Zimmer, AUTHOR David. AUTHOR “Bibliometrics: TITLE simple TITLE - TITLE understandable TITLE - TITLE comprehensible”. TITLE ZEITSCHRIFT TITLE FUR JOURNAL BIBLIOTHEKSWESEN JOURNAL UND JOURNAL BIBLIOGRAPHIE JOURNAL 61, VOLUME no. VOLUME 6 VOLUME (2014): VOLUME 388–389. PAGES issn: NOTES 0044-2380. PAGES"
"chicago-authordate";"MCLAIN, JP. “BIBLIOMETRICS TOOLBOX - BROOKS,TA”. JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 41, no. 1 (1990): 70–71. issn: 0002-8231. https://doi.org/10.1002/(SICI)1097-4571(199001)41:1<70::AID-ASI8>3.0.CO;2-J.";"@article{mclain1990bibliometrics,   author = {McLain, JP},   title = {Bibliometrics Toolbox - Brooks, TA},   journal = {Journal of the American Society for Information Science},   volume = {41},   number = {1},   year = {1990},   pages = {70--71},   issn = {0002-8231},   doi = {10.1002/(SICI)1097-4571(199001)41:1<70::AID-ASI8>3.0.CO;2-J} }  ";"@ARTICLE{MCLAIN1990, title = {Bibliometrics Toolbox - Brooks, Ta}, journal = {Journal of the American Society for Information Science}, volume = {41}, issue = {1}, pages = {70--71}, issn = {0002-8231}, doi = {10.1002/(SICI)1097-4571(199001)41:1<70::AID-ASI8>3.0.CO;2-J}, }";"MCLAIN, AUTHOR JP. AUTHOR “BIBLIOMETRICS AUTHOR TOOLBOX AUTHOR - AUTHOR BROOKS,TA”. AUTHOR JOURNAL AUTHOR OF JOURNAL THE JOURNAL AMERICAN JOURNAL SOCIETY JOURNAL FOR JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 41, VOLUME no. VOLUME 1 VOLUME (1990): VOLUME 70–71. VOLUME issn: VOLUME 0002-8231. PAGES https://doi.org/10.1002/(SICI)1097-4571(199001)41:1<70::AID-ASI8>3.0.CO;2-J. NOTE"
